"concept_id","current_domain_id","current_module_id","current_label_zh","current_semantic_kind","current_primary_parent_relation_id","current_depth","current_root_status","lexical_family","definition_family","decision","target_domain_id","target_module_id","proposed_label_zh","proposed_semantic_kind","proposed_primary_parent_relation_id","proposed_backbone_relation_id","convert_to_field_of","convert_to_allowed_value_of","merge_into_id","split_into_ids","required_relation_changes","owner_rationale","source_ids","positive_example_id","boundary_example_id","domain_reviewer","ontology_reviewer","language_reviewer","review_status"
"ToolCall","tool-plane","tool-invocation-execution","工具调用","activity","ToolCall-is_a-Invocation","1","","工具调用","activity","keep","tool-plane","tool-invocation-execution","工具调用","activity","ToolCall-is_a-Invocation","ToolCall-is_a-Invocation","","","","","reviewed without relation replacement","调用与执行按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-tracing|eng-proto-mcp-spec","ToolCall-example-positive-001","ToolCall-example-boundary-001","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"ToolCallAttempt","tool-plane","tool-invocation-execution","工具调用尝试","activity","ToolCallAttempt-is_a-InvocationAttempt","1","","工具调用尝试","activity","keep","tool-plane","tool-invocation-execution","工具调用尝试","activity","ToolCallAttempt-is_a-InvocationAttempt","ToolCallAttempt-is_a-InvocationAttempt","","","","","reviewed without relation replacement","调用与执行按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-python-docs|eng-proto-mcp-spec","ToolCallAttempt-example-positive-001","ToolCallAttempt-example-boundary-001","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"ToolCallPlan","tool-plane","tool-invocation-execution","工具调用计划","specification","ToolCallPlan-is_a-InvocationSpecification","1","","工具调用计划","specification","keep","tool-plane","tool-invocation-execution","工具调用计划","specification","ToolCallPlan-is_a-InvocationSpecification","ToolCallPlan-is_a-InvocationSpecification","","","","","reviewed without relation replacement","调用与执行按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-python-docs|eng-proto-mcp-spec","ToolCallPlan-example-positive-001","ToolCallPlan-example-boundary-001","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"ToolCallRetry","tool-plane","tool-invocation-execution","工具调用重试","activity","ToolCallRetry-is_a-ToolCallAttempt","2","","工具调用重试","activity","keep","tool-plane","tool-invocation-execution","工具调用重试","activity","ToolCallRetry-is_a-ToolCallAttempt","ToolCallRetry-is_a-ToolCallAttempt","","","","","reviewed without relation replacement","调用与执行按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-python-docs|eng-proto-mcp-spec","ToolCallRetry-example-positive-001","ToolCallRetry-example-boundary-001","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"ToolDescriptionTrust","tool-plane","tool-invocation-execution","工具描述信任","quality","","0","unreviewed-v2-root","工具描述信任","quality","keep","tool-plane","tool-invocation-execution","工具描述信任","quality","","","","","","","reviewed without relation replacement","调用与执行按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-python-docs|eng-proto-mcp-spec","ToolDescriptionTrust-example-positive-001","ToolDescriptionTrust-example-boundary-001","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"ToolError","tool-plane","tool-invocation-execution","工具错误","information","ToolError-is_a-InvocationDiagnostic","1","","工具错误","information","keep","tool-plane","tool-invocation-execution","工具错误","information","ToolError-is_a-InvocationDiagnostic","ToolError-is_a-InvocationDiagnostic","","","","","reviewed without relation replacement","调用与执行按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-python-docs|eng-proto-mcp-spec","ToolError-example-positive-001","ToolError-example-boundary-001","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"ToolResult","tool-plane","tool-invocation-execution","工具结果","information","ToolResult-is_a-InvocationResult","1","","工具","information","keep","tool-plane","tool-invocation-execution","工具结果","information","ToolResult-is_a-InvocationResult","ToolResult-is_a-InvocationResult","","","","","reviewed without relation replacement","调用与执行按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-tracing|eng-proto-mcp-spec","ToolResult-example-positive-001","ToolResult-example-boundary-001","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"ToolResultObservation","tool-plane","tool-invocation-execution","工具结果观察","information","","0","unreviewed-v2-root","工具观察","information","keep","tool-plane","tool-invocation-execution","工具结果观察","information","","","","","","","reviewed without relation replacement","调用与执行按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-python-docs|eng-proto-mcp-spec","ToolResultObservation-example-positive-001","ToolResultObservation-example-boundary-001","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"ToolSideEffect","tool-plane","tool-invocation-execution","工具副作用","event","ToolSideEffect-is_a-InvocationEffect","1","","工具副作用","event","keep","tool-plane","tool-invocation-execution","工具副作用","event","ToolSideEffect-is_a-InvocationEffect","ToolSideEffect-is_a-InvocationEffect","","","","","reviewed without relation replacement","调用与执行按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-python-docs|eng-proto-mcp-spec","ToolSideEffect-example-positive-001","ToolSideEffect-example-boundary-001","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"ToolWarning","tool-plane","tool-invocation-execution","工具警告","information","ToolWarning-is_a-InvocationDiagnostic","1","","工具警告","information","keep","tool-plane","tool-invocation-execution","工具警告","information","ToolWarning-is_a-InvocationDiagnostic","ToolWarning-is_a-InvocationDiagnostic","","","","","reviewed without relation replacement","调用与执行按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-python-docs|eng-proto-mcp-spec","ToolWarning-example-positive-001","ToolWarning-example-boundary-001","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"UnsafeArgumentPattern","tool-plane","tool-invocation-execution","不安全参数模式","specification","","0","unreviewed-v2-root","不安全参数模式","specification","keep","tool-plane","tool-invocation-execution","不安全参数模式","specification","","PreExecutionSafetyCheck-uses_pattern-UnsafeArgumentPattern","","","","","reviewed without relation replacement","调用与执行按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-python-docs|eng-proto-mcp-spec","UnsafeArgumentPattern-example-positive-001","UnsafeArgumentPattern-example-boundary-001","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"AdditionalInput","tool-plane","tool-mcp-transport","补充输入","information","","0","unreviewed-v2-root","补充输入","information","keep","tool-plane","tool-mcp-transport","补充输入","information","","MCPElicitation-requests-AdditionalInput","","","","","reviewed without relation replacement","MCP 交互按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-python-docs|eng-proto-mcp-spec","AdditionalInput-example-positive-001","AdditionalInput-example-boundary-001","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"MCPAuthorization","tool-plane","tool-mcp-transport","MCP 授权","information","","0","unreviewed-v2-root","MCP 授权","information","keep","tool-plane","tool-mcp-transport","MCP 授权","information","","MCPAuthorization-governs-MCPSession","","","","","reviewed without relation replacement","MCP 交互按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-python-docs|eng-proto-mcp-spec","MCPAuthorization-example-positive-001","MCPAuthorization-example-boundary-001","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"MCPCapability","tool-plane","tool-mcp-transport","MCP 协议能力","capability","","0","unreviewed-v2-root","MCP 协议能力","capability","keep","tool-plane","tool-mcp-transport","MCP 协议能力","capability","","","","","","","reviewed without relation replacement","MCP 交互按 identity、semantic kind 和主问题唯一拥有该概念。","eng-proto-mcp-spec","MCPCapability-example-positive-001","MCPCapability-example-boundary-001","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"MCPClient","tool-plane","tool-mcp-transport","MCP 客户端","role","MCPClient-is_a-MCPParticipant","1","","MCP 客户端","role","keep","tool-plane","tool-mcp-transport","MCP 客户端","role","MCPClient-is_a-MCPParticipant","MCPClient-is_a-MCPParticipant","","","","","reviewed without relation replacement","MCP 交互按 identity、semantic kind 和主问题唯一拥有该概念。","eng-proto-mcp-spec","MCPClient-example-positive-001","MCPClient-example-boundary-001","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"MCPDefinitionList","tool-plane","tool-mcp-transport","MCP 定义列表","collection","","0","unreviewed-v2-root","MCP 定义列表","collection","keep","tool-plane","tool-mcp-transport","MCP 定义列表","collection","","","","","","","reviewed without relation replacement","MCP 交互按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-python-docs|eng-proto-mcp-spec","MCPDefinitionList-example-positive-001","MCPDefinitionList-example-boundary-001","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"MCPElicitation","tool-plane","tool-mcp-transport","MCP 引导交互","information","MCPElicitation-is_a-MCPInteraction","1","","MCP 引导交互","information","reparent","tool-plane","tool-mcp-transport","MCP 引导交互","information","MCPElicitation-is_a-MCPRequest","MCPElicitation-is_a-MCPRequest","","","","","owner/backbone updated in source","MCP 交互按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-python-docs|eng-proto-mcp-spec","MCPElicitation-example-positive-001","MCPElicitation-example-boundary-001","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
"MCPInteraction","tool-plane","tool-mcp-transport","MCP 交互记录","information","","0","unreviewed-v2-root","MCP 交互","information","split","tool-plane","tool-mcp-transport","MCP 交互记录","information","","","","","","MCPMessage|MCPNotification|MCPRequest|MCPResponse","deprecated references migrate to MCPMessage","MCP 交互按 identity、semantic kind 和主问题唯一拥有该概念。","eng-fw-openai-python-docs|eng-proto-mcp-spec","","","moonweave-tool-domain-reviewer","moonweave-ontology-structure-reviewer","moonweave-trilingual-terminology-reviewer","accepted"
