concept_id,current_plane_id,current_module_id,current_kind,decision,proposed_kind,primary_parent_relation_id,additional_parent_relation_ids,target_plane_id,target_module_id,target_concept_id,convert_to_field_id,convert_to_allowed_value_of,merge_into_id,replaced_by_id,definition_action,example_action,source_action,required_new_relation_ids,rationale,reviewer,review_status
ToolCallRetry,tool-plane,tool-invocation-execution,event_type,keep_reparent,activity,ToolCallRetry-is_a-ToolCallAttempt,,tool-plane,tool-invocation-execution,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ToolCallRetry-is_a-ToolCallAttempt""]",重试具有新的 attempt identity 且完整满足 ToolCallAttempt，只额外引用先前失败。 / A retry has a new attempt identity and fully satisfies ToolCallAttempt while additionally referencing the prior failure.,codex-tool-feedback-ontology-reviewer,accepted
ToolCandidate,tool-plane,tool-discovery-selection,resource_type,keep_reparent,information,ToolCandidate-is_a-Candidate,,tool-plane,tool-discovery-selection,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ToolCandidate-is_a-Candidate""]",工具候选是在 Candidate 上限定候选对象为工具定义的专业化。 / A tool candidate specializes Candidate by restricting the considered object to a tool definition.,codex-tool-feedback-ontology-reviewer,accepted
ToolCandidateSet,tool-plane,tool-discovery-selection,resource_type,keep_reparent,collection,ToolCandidateSet-is_a-DiscoveryCandidateSet,,tool-plane,tool-discovery-selection,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ToolCandidateSet-is_a-DiscoveryCandidateSet""]",工具候选集是成员限于 ToolCandidate 的一种 DiscoveryCandidateSet；它与记忆检索域的 CandidateSet 不是同一集合类型。 / A tool candidate set is a DiscoveryCandidateSet whose members are ToolCandidates; it is distinct from the memory-retrieval CandidateSet.,codex-tool-feedback-ontology-reviewer,accepted
ToolCapability,tool-plane,tool-registry-definition,resource_type,keep_root,capability,,,tool-plane,tool-registry-definition,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"能力是可被工具提供的可调用功能范畴，不是实现实体或描述记录。 / ToolCapability is the callable-function category offered by tools, not an implementation entity or descriptor record.",codex-tool-feedback-ontology-reviewer,accepted
ToolDefinition,tool-plane,tool-registry-definition,resource_type,keep_reparent,specification,ToolDefinition-is_a-ToolSpecification,,tool-plane,tool-registry-definition,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ToolDefinition-is_a-ToolSpecification""]","工具定义是描述工具身份、操作和结构约束的一种静态注册规范。 / A tool definition is a static registry specification describing tool identity, operations, and structural constraints.",codex-tool-feedback-ontology-reviewer,accepted
ToolDeprecationNotice,tool-plane,tool-registry-definition,resource_type,keep_reparent,information,ToolDeprecationNotice-is_a-ToolMetadata,,tool-plane,tool-registry-definition,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ToolDeprecationNotice-is_a-ToolMetadata""]","弃用通知有独立发布时间、依据与替代项，故保留为可溯源 ToolMetadata。 / A deprecation notice has its own publication time, authority, and replacement, so it remains provenance-bearing ToolMetadata.",codex-tool-feedback-ontology-reviewer,accepted
ToolDescription,tool-plane,tool-registry-definition,resource_type,convert_to_field,,,,tool-plane,tool-registry-definition,ToolDefinition,description,,,,migrate definition into reviewed target information,explain disposition in target field or Concept,convert legacy source IDs into direct reviewed source claims,[],"当前旧概念只是定义文本且无独立出处身份，迁为 ToolDefinition.description。 / The legacy item is only definition text without separate identity or provenance, so it becomes ToolDefinition.description.",codex-tool-feedback-ontology-reviewer,accepted
ToolDescriptionTrust,tool-plane,tool-invocation-execution,policy_type,retype,quality,,,tool-plane,tool-invocation-execution,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"描述信任是附着于工具描述或来源的受治理质量，不是工具定义或调用阶段。 / Description trust is a governed quality attached to a tool description or source, not a definition or invocation stage.",codex-tool-feedback-ontology-reviewer,accepted
ToolDisambiguationPrompt,tool-plane,tool-discovery-selection,resource_type,retype,information,,,tool-plane,tool-discovery-selection,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"消歧提示是向调用者索取澄清的信息制品，不是候选、匹配或选择决定的子类。 / A disambiguation prompt is an information artifact requesting clarification, not a candidate, match, or selection-decision subtype.",codex-tool-feedback-ontology-reviewer,accepted
ToolEmbeddingMatch,tool-plane,tool-discovery-selection,resource_type,keep_reparent,information,ToolEmbeddingMatch-is_a-ToolMatch,,tool-plane,tool-discovery-selection,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ToolEmbeddingMatch-is_a-ToolMatch""]",嵌入匹配是以向量相似度生成证据的一种 ToolMatch。 / An embedding match is a ToolMatch whose evidence is vector similarity.,codex-tool-feedback-ontology-reviewer,accepted
ToolError,tool-plane,tool-invocation-execution,resource_type,keep_reparent,information,ToolError-is_a-InvocationDiagnostic,,tool-plane,tool-invocation-execution,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ToolError-is_a-InvocationDiagnostic""]","ToolError 是记录调用失败的一种 InvocationDiagnostic，不是 ToolResult 或失败事件本身。 / ToolError is an InvocationDiagnostic recording call failure, not a ToolResult or the failure occurrence itself.",codex-tool-feedback-ontology-reviewer,accepted
ToolFallback,tool-plane,tool-discovery-selection,resource_type,retype,specification,,,tool-plane,tool-discovery-selection,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,[],"回退定义选择失败后的替代规则，可能尚未作出决定，故保留为独立规范而非 SelectionDecision 子类。 / Fallback specifies an alternative rule after selection failure and can exist before a decision, so it is not a SelectionDecision subtype.",codex-tool-feedback-ontology-reviewer,accepted
ToolInvocationCandidate,tool-plane,tool-invocation-execution,resource_type,merge,,,,tool-plane,tool-discovery-selection,ToolCandidate,,,ToolCandidate,,migrate definition into reviewed target information,explain disposition in target field or Concept,convert legacy source IDs into direct reviewed source claims,[],"旧概念与 ToolCandidate 都表达执行前被评估的工具候选，差异应进入候选的拟参数和风险字段，合并避免双重身份。 / The legacy concept and ToolCandidate both denote a pre-execution tool candidate; proposed arguments and risk belong in fields, so merging avoids duplicate identity.",codex-tool-feedback-ontology-reviewer,accepted
ToolMatch,tool-plane,tool-discovery-selection,event_type,keep_reparent,information,ToolMatch-is_a-MatchAssessment,,tool-plane,tool-discovery-selection,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ToolMatch-is_a-MatchAssessment""]",ToolMatch 是专门评估工具候选适配度的一种 MatchAssessment，不再误作选择事件。 / ToolMatch is a MatchAssessment specialized for tool-candidate fit and is no longer conflated with a selection event.,codex-tool-feedback-ontology-reviewer,accepted
ToolName,tool-plane,tool-registry-definition,resource_type,convert_to_field,,,,tool-plane,tool-registry-definition,ToolDefinition,name,,,,migrate definition into reviewed target information,explain disposition in target field or Concept,convert legacy source IDs into direct reviewed source claims,[],名称是 ToolDefinition 的标识字段，不应在概念图中成为伪节点。 / A name is an identifying field of ToolDefinition and must not become a shadow graph node.,codex-tool-feedback-ontology-reviewer,accepted
ToolObservationMessage,info-plane,info-messages-instructions,resource_type,keep_reparent,information,ToolObservationMessage-is_a-Message,,info-plane,info-messages-instructions,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ToolObservationMessage-is_a-Message""]",任一工具观测消息都是把工具或环境观测放入可见上下文的 Message。 / Every ToolObservationMessage is a Message that stages a tool or environment observation into visible context.,codex-info-ontology-reviewer,accepted
ToolPermissionSpec,tool-plane,tool-registry-definition,resource_type,keep_reparent,specification,ToolPermissionSpec-is_a-ToolSpecification,,tool-plane,tool-registry-definition,,,,,,retain and clarify trilingual definition,add positive and boundary examples,convert legacy source IDs into direct reviewed source claims,"[""ToolPermissionSpec-is_a-ToolSpecification""]","权限声明是约束工具可用范围的一种注册规范，并不等同于运行时授权决定。 / A permission declaration is a registry specification constraining tool availability, not a runtime authorization decision.",codex-tool-feedback-ontology-reviewer,accepted
