entity_id,decision,selected_source_ids,rejected_source_ids,rationale,reviewer,status
AX_memory_retrieval_ranking_has_state_datatype,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-agent-ama-bench"",""lit-agent-magma"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_retrieval_ranking_plane_membership,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langchain-agents"",""lit-agent-ama-bench"",""lit-agent-magma"",""lit-mech-compass""]","[""lit-mas-generative-agents""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_store_governed_by_retention_policy_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_store_has_namespace_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_supersession_replaces_record_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_update_updates_record_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_validation_evaluates_record_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_memory_write_creates_record_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_orchestration_actors_delegation_contains_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-deepagents-js-docs"",""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_orchestration_actors_delegation_emits_event_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-deepagents-js-docs"",""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_orchestration_actors_delegation_relates_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-deepagents-js-docs"",""eng-fw-openai-handoffs"",""eng-fw-openai-tools""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_orchestration_evaluation_relates_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-crewai-docs"",""eng-fw-langgraph-docs"",""lit-agent-conductor""]","[""eng-fw-openai-guardrails"",""eng-fw-openai-tracing"",""lit-mech-reflexion""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_rank_fusion_combines_candidate_set_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_ranked_by_score_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-tools"",""eng-fw-openai-tracing"",""eng-proto-mcp-spec"",""lit-mech-compass""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_retrieval_query_returns_candidate_set_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_retrieval_query_searches_index_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_retrieved_chunk_fills_context_slot_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-deepagents-js-docs"",""eng-fw-langgraph-docs"",""lit-agent-agemem"",""lit-mas-generative-agents"",""lit-mech-compass""]",[],The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_routes_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-langgraph-graph-api"",""eng-fw-openai-orchestration"",""lit-agent-conductor"",""lit-agent-orchestrationbench""]","[""eng-ont-cidoc-crm"",""eng-ont-go-overview"",""eng-ont-palantir-core-concepts""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_safety_commit_redaction_contains_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_safety_commit_redaction_emits_event_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_safety_commit_redaction_relates_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_safety_injection_defense_contains_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_safety_injection_defense_emits_event_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_safety_injection_defense_relates_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_safety_permission_policy_contains_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
AX_safety_permission_policy_emits_event_domain_range,retain canonical record source set and convert it into direct scoped claims,"[""eng-fw-openai-guardrails"",""eng-security-mcp-nsa-2026"",""lit-agent-safeagent""]","[""eng-fw-openai-tracing"",""lit-agent-toolsafe""]",The frozen canonical record was the published ownership source; definition-ledger-only IDs were not silently promoted to direct evidence.,codex-source-drift-reviewer,accepted
